0	1.14284311480625e-22	7.897880946248e-23	4.12957022475442e-22	9.98034710661483e-23	3.72398959401665e-22	4.1151531234334e-22	7.01402346360853e-22	1.10803484144463e-22	8.84856698143165e-23	3.53804828529301e-21	4.11575531579022e-22
0	1.14667869982112e-22	7.80829330927639e-23	4.14897593268928e-22	1.01846484419882e-22	3.71096766190605e-22	4.09483246410299e-22	7.02990373269495e-22	1.09480968613056e-22	8.80755280534003e-23	3.56862072261721e-21	4.12827010091783e-22
0	1.13908176038318e-22	7.77316472727892e-23	4.15121145667718e-22	1.02615436680394e-22	3.73015387219282e-22	4.0812983681254e-22	6.87046180701403e-22	1.09689701054863e-22	8.67458236852755e-23	3.51848676209033e-21	4.13015725014311e-22
0	1.14182169179077e-22	7.82802589584998e-23	4.06687396035776e-22	1.01158358771237e-22	3.71972098148498e-22	4.12085848202972e-22	6.82541379113957e-22	1.09453591123223e-22	8.63281409612959e-23	3.52204429698417e-21	4.14452793196839e-22
0	1.14974809402423e-22	7.95361620808412e-23	4.106428366381e-22	1.01223806775467e-22	3.7075079337053e-22	4.10839540798592e-22	6.79754402842455e-22	1.1059884761522e-22	8.70279008777434e-23	3.57519858167021e-21	4.13516922649933e-22
1.1246069706955e-22	0	6.02692249619176e-21	4.64827246292547e-22	8.43537429143775e-20	8.64671962661588e-21	2.68829573726035e-22	1.32415343686598e-22	3.12988776738078e-23	5.48085916237094e-23	7.81048027874579e-22	9.25859478720755e-21
1.12665371302859e-22	0	6.10046814751145e-21	4.65836840825891e-22	8.29520198060885e-20	8.64085677875502e-21	2.67107053065061e-22	1.34590411349846e-22	3.13534721191332e-23	5.38309927939926e-23	7.66415392829267e-22	9.26009681763626e-21
1.12835001479022e-22	8.37451950093134e-20	6.0517338553905e-21	4.76192807468294e-22	0	8.60825212450946e-21	2.62415808645489e-22	1.35814369961766e-22	3.14149278382662e-23	5.37910631239262e-23	7.68837860283714e-22	9.41940942283294e-21
1.15296511807418e-22	0	6.0239321641498e-21	4.72962876798646e-22	8.26166455681797e-20	8.71180767343649e-21	2.71098891495717e-22	1.35350759085886e-22	3.13869442952689e-23	5.52643864217827e-23	7.70151911788622e-22	9.4403310666015e-21
1.13670214529693e-22	0	6.05212874958585e-21	4.63716449669438e-22	8.38297036284504e-20	8.83285158584343e-21	2.73141429858512e-22	1.38446021083516e-22	3.18671021547435e-23	5.42392013339735e-23	7.77979547890522e-22	9.39388016370514e-21
7.85865105231059e-23	6.10075897273683e-21	0	1.08022619584933e-21	4.03119032609372e-21	3.96857277640129e-21	5.68575897530171e-22	2.17575588716477e-22	5.5093353129938e-23	1.22384194042294e-22	3.37906362904069e-22	2.87593675876574e-21
7.85146201526532e-23	6.03393779206239e-21	0	1.09313651975558e-21	4.0601203371773e-21	4.03961482180592e-21	5.84698237003206e-22	2.18163269254478e-22	5.59390500390591e-23	1.25839721165496e-22	3.42558713074185e-22	2.82655301795431e-21
7.86065727945479e-23	5.96202926984408e-21	0	1.06890389259619e-21	4.04670480305688e-21	4.07166889259881e-21	5.82416040876681e-22	2.20233264091956e-22	5.35055052165521e-23	1.26850976678777e-22	3.27408831164027e-22	2.83531810131674e-21
7.84405226288413e-23	6.01225410835937e-21	0	1.08585272810974e-21	4.04320594792086e-21	4.00240349297834e-21	5.76332363150247e-22	2.20554918388763e-22	5.44048859161863e-23	1.28116745484248e-22	3.31633397849203e-22	2.84877072243802e-21
7.82356983787209e-23	6.0398942933717e-21	0	1.07765535901519e-21	4.07004683525953e-21	4.02860423333236e-21	5.84993787307119e-22	2.20279332624389e-22	5.43287392592472e-23	1.26004711041413e-22	3.39239948177074e-22	2.87560237325604e-21
4.04976862939622e-22	4.61484339681465e-22	1.06041135840511e-21	0	3.48640913113632e-22	3.11072317220196e-21	8.15459903340197e-20	1.01497569097841e-20	4.57093920495679e-22	1.15682653307282e-21	1.05377389925231e-21	2.16850641607716e-21
4.12508555667671e-22	4.69143490989662e-22	1.08709172913789e-21	0	3.4784485168382e-22	3.00087524521792e-21	8.21416258655433e-20	1.04628259644723e-20	4.53074963325545e-22	1.14463883057673e-21	1.05374417981084e-21	2.17364004245267e-21
4.13561960653429e-22	4.66503947054744e-22	1.07801405857458e-21	8.25387962991436e-20	3.45184683245584e-22	2.96705422983074e-21	0	1.04997407734021e-20	4.51608186996068e-22	1.14222547922018e-21	1.06286206587948e-21	2.17210319350146e-21
4.12748051528406e-22	4.7168902442064e-22	1.08789161851304e-21	0	3.47963354796848e-22	3.00898349444361e-21	8.24547833181125e-20	1.02153350781448e-20	4.55067859643855e-22	1.15939797759622e-21	1.06657677240663e-21	2.19766613566271e-21
4.08542810511887e-22	4.6745286354359e-22	1.0903561008399e-21	0	3.50710300273371e-22	3.03854891906763e-21	8.28769221691609e-20	1.02846684171971e-20	4.54261661860254e-22	1.13501619085036e-21	1.0531226782361e-21	2.17884829010351e-21
1.01550602451566e-22	0	4.06480822408627e-21	3.54574671869295e-22	8.2112262170498e-20	5.24681166555667e-21	2.08334338477428e-22	1.10354827814965e-22	2.73029442828681e-23	4.51269236092609e-23	6.5409623266854e-22	5.82063220793355e-21
9.98654436244208e-23	8.27560163798831e-20	4.05780637853021e-21	3.459719555413e-22	0	5.23429672537418e-21	2.10042512985873e-22	1.11453231748125e-22	2.73674733204571e-23	4.60123713873919e-23	6.48535330535493e-22	5.85140304635127e-21
9.95635248761961e-23	8.3299996964079e-20	4.04189752559616e-21	3.49064279346181e-22	0	5.3091029842974e-21	2.09951466776545e-22	1.11696875781636e-22	2.70982138545902e-23	4.60185157773848e-23	6.50209743903765e-22	5.80266641272644e-21
1.00325655131801e-22	0	4.01996938285967e-21	3.56119132728924e-22	8.22230713545613e-20	5.26564707032979e-21	2.0827997043421e-22	1.12071387069379e-22	2.69509278204453e-23	4.62403665139054e-23	6.41248894421055e-22	5.86511756407782e-21
